,assists,boosts,damageDealt,DBNOs,headshotKills,heals,killPlace,killPoints,kills,killStreaks,longestKill,matchDuration,matchType,maxPlace,revives,rideDistance,roadKills,swimDistance,teamKills,vehicleDestroys,walkDistance,weaponsAcquired,winPoints,winPlacePerc
4012032,0,0,45.63,0,0,0,85,1213,0,0,0.0,1343,squad-fpp,28,0,0.0,0,0.0,0,0,157.7,2,1467,0.0741
955216,0,0,150.6,1,0,0,38,1200,1,1,4.204,1258,squad-fpp,28,0,0.0,0,0.0,0,0,36.08,2,1536,0.1852
4074638,0,1,99.5,0,0,1,65,0,0,0,0.0,1795,squad,27,0,0.0,0,0.0,0,0,1725.0,7,0,0.3462
4345863,0,5,32.02,0,0,0,40,1169,0,0,0.0,1804,solo-fpp,94,0,2547.0,0,0.0,0,0,3225.0,7,1543,0.8602
3444007,0,5,188.0,1,0,9,11,0,2,1,24.51,1919,duo,44,0,6674.0,0,0.0,0,0,2709.0,6,0,1.0
2260899,0,0,112.9,1,0,0,33,0,1,1,12.71,1928,squad-fpp,29,0,0.0,0,0.0,0,0,195.7,2,0,0.25
4183906,0,0,0.0,0,0,0,79,0,0,0,0.0,1849,squad-fpp,27,0,0.0,0,0.0,0,0,566.9,3,0,0.1923
1769921,0,3,174.1,0,1,10,28,1380,1,1,62.62,1334,duo-fpp,49,0,0.0,0,0.0,0,0,2085.0,5,1541,0.9167
1143123,0,0,57.58,1,0,0,38,0,1,1,5.945,1543,squad-fpp,29,0,0.0,0,0.0,0,0,24.17,2,0,0.1071
1217361,0,0,0.0,0,0,0,64,0,0,0,0.0,1444,duo,50,0,0.0,0,0.0,0,0,859.0,3,0,0.4898
2287289,0,0,0.0,0,0,0,64,1047,0,0,0.0,1750,squad,28,0,178.8,0,0.0,0,0,1257.0,3,1426,0.3704
3252762,0,3,94.81,0,0,0,44,0,0,0,0.0,1815,duo-fpp,48,0,1450.0,0,0.0,0,0,1517.0,4,0,0.8298
1983569,2,4,312.1,0,0,6,49,0,0,0,0.0,1753,duo-fpp,48,0,3909.0,0,0.0,0,1,1766.0,4,0,0.8085
3946373,0,3,397.4,2,0,1,21,0,1,1,2.353,1402,squad,29,1,0.0,0,64.38,0,0,3027.0,5,0,0.9286
3081313,1,2,125.8,2,1,1,10,0,3,2,61.44,1430,duo,50,0,0.0,0,0.0,0,0,2386.0,7,0,0.8571
1771989,0,0,93.84,0,0,2,26,0,1,1,52.56,1815,solo-fpp,92,0,6344.0,0,0.0,0,0,2080.0,4,0,0.7582
1816704,1,7,1392.0,12,2,14,2,1648,10,3,27.3,1788,squad-fpp,29,1,3567.0,0,0.0,0,0,2316.0,5,1367,0.8214
1459196,0,0,82.29,1,0,0,37,0,1,1,38.13,1815,squad-fpp,29,0,0.0,0,0.0,0,0,212.5,2,0,0.1071
502084,0,1,93.49,0,0,5,62,0,0,0,0.0,1862,squad-fpp,29,0,546.5,0,10.32,0,0,1150.0,2,0,0.3214
1358355,1,2,127.8,1,0,5,27,1293,1,1,14.31,1908,duo-fpp,50,0,5483.0,0,0.0,0,0,2020.0,5,1574,0.898
3828698,0,2,175.8,2,0,0,31,0,1,1,79.5,1410,squad-fpp,32,0,0.0,0,0.0,0,0,672.9,7,0,0.2581
1493429,0,0,0.0,0,0,0,91,0,0,0,0.0,1347,duo-fpp,48,0,0.0,0,0.0,0,0,0.0,0,0,0.0
3785693,0,5,0.0,0,0,24,43,0,0,0,0.0,1856,solo-fpp,94,0,1027.0,0,0.0,0,0,3788.0,11,0,0.8925
4340158,0,0,0.0,0,0,0,95,0,0,0,0.0,1354,solo-fpp,97,0,0.0,0,0.0,0,0,0.0,0,0,0.0
108871,1,0,76.55,1,0,0,28,1492,1,1,97.87,1379,squad-fpp,26,0,0.0,0,0.0,0,0,2270.0,6,1530,0.72
1549610,0,0,70.35,0,0,0,71,0,0,0,0.0,1791,squad,28,0,0.0,0,0.0,0,0,543.8,4,0,0.4074
1550996,0,1,168.4,1,0,1,11,0,2,1,21.15,1882,normal-duo-fpp,30,0,5187.0,1,0.0,0,0,1221.0,13,0,0.6897
3013665,0,2,100.0,0,0,6,22,0,1,1,62.11,1811,squad,30,0,2989.0,0,0.0,0,0,3082.0,6,0,0.7586
140884,0,0,34.56,0,0,0,94,0,0,0,0.0,1876,duo,48,0,0.0,0,0.0,0,0,36.01,0,0,0.0213
3401605,0,0,100.0,1,0,0,38,0,1,1,1.196,1849,squad-fpp,31,0,0.0,0,0.0,0,0,63.95,3,0,0.1
4178759,0,0,0.0,0,0,0,57,0,0,0,0.0,1322,squad-fpp,28,0,0.0,0,0.0,0,0,1817.0,7,0,0.5556
3965061,0,0,72.03,0,0,0,73,1306,0,0,0.0,1703,duo-fpp,47,0,0.0,0,0.0,0,0,197.4,3,1465,0.2174
3914906,1,4,213.8,1,0,7,17,0,2,1,32.93,1409,duo,47,1,0.0,0,0.0,0,0,2392.0,3,0,0.7391
516630,1,0,54.39,0,0,0,52,1221,0,0,0.0,1265,solo-fpp,98,0,0.0,0,20.42,0,0,1242.0,4,1462,0.6598
3988968,0,1,46.89,0,0,0,54,0,0,0,0.0,1279,duo-fpp,49,0,0.0,0,0.0,0,0,1886.0,2,0,0.6042
1725398,0,0,0.0,0,0,0,89,1022,0,0,0.0,1822,squad-fpp,25,0,0.0,0,0.0,0,0,166.4,0,1508,0.0
1811227,1,0,0.0,0,0,0,74,1193,0,0,0.0,1358,squad-fpp,31,0,0.0,0,0.0,0,0,221.7,4,1494,0.2667
3666622,2,4,545.8,2,0,7,4,0,4,2,54.38,1432,squad-fpp,29,1,841.2,0,135.2,0,0,3997.0,4,0,1.0
869710,2,2,440.9,2,0,1,15,0,2,1,93.79,1435,squad-fpp,30,0,0.0,0,0.0,0,0,4488.0,2,0,0.9655
2639164,0,0,87.42,0,0,0,51,0,0,0,0.0,1974,duo-fpp,48,0,2111.0,0,0.0,0,0,2071.0,6,0,0.617
4405925,0,0,317.2,2,0,5,20,1408,2,1,61.07,1881,squad-fpp,29,0,0.0,0,0.0,0,0,1129.0,2,1501,0.2857
4381157,0,0,183.1,2,1,6,20,1389,2,1,10.28,1441,squad-fpp,30,0,0.0,0,0.0,0,0,196.0,6,1490,0.2069
311712,0,0,0.0,0,0,0,69,1432,0,0,0.0,1400,duo-fpp,49,0,0.0831,0,3.74,0,0,937.9,4,1580,0.375
2796812,0,1,278.2,2,0,0,62,0,0,0,0.0,1255,squad-fpp,29,0,0.0,0,0.0,0,0,268.4,1,0,0.2857
2058357,1,0,175.0,2,0,0,79,1482,0,0,0.0,1862,squad-fpp,28,0,0.0,0,0.0,0,0,505.2,4,1517,0.1111
102094,0,0,6.48,0,0,0,91,1000,0,0,0.0,2001,duo-fpp,47,0,0.0,0,0.0,0,0,46.73,0,1500,0.0
726336,0,0,0.0,0,0,0,81,1262,0,0,0.0,1417,solo-fpp,96,0,0.0,0,0.0,0,0,42.02,2,1520,0.2
1402585,1,0,59.64,1,1,0,39,1483,1,1,11.98,1301,duo-fpp,49,0,0.0,0,0.0,0,0,187.2,1,1500,0.2292
2364744,0,0,55.44,0,0,4,79,0,0,0,0.0,1374,squad-fpp,27,0,0.0,0,0.0,0,0,87.58,4,0,0.1154
2549258,0,1,0.0,0,0,1,61,997,0,0,0.0,1386,duo,47,0,0.0,0,0.0,0,0,100.5,2,1483,0.3913
3821721,0,1,200.0,0,1,0,15,0,2,1,36.92,1895,solo-fpp,98,0,2516.0,0,0.0,0,0,1968.0,5,0,0.701
1557361,0,3,150.8,2,0,1,11,1669,2,1,81.55,1376,squad-fpp,28,0,0.0,0,0.0,0,0,2117.0,4,1552,0.963
1477246,0,0,123.1,0,0,0,46,0,1,1,4.024,1855,solo-fpp,94,0,0.0,0,0.0,0,0,56.81,1,0,0.043
3198664,0,0,154.6,1,0,0,74,0,0,0,0.0,1829,duo-fpp,49,2,0.0,0,0.0,0,0,313.5,3,0,0.3542
997951,2,6,682.4,4,0,1,1,1911,8,2,114.1,1401,squad,31,1,0.0,0,0.0,0,0,3529.0,4,1718,1.0
480930,0,1,458.8,6,1,4,1,0,6,3,32.21,1318,squad-fpp,28,1,0.0,0,0.0,1,0,612.6,3,0,0.5185
2820054,0,0,42.84,0,0,0,84,0,0,0,0.0,1396,duo-fpp,46,0,0.0,0,0.0,0,0,89.94,1,0,0.0667
980428,0,1,552.0,5,0,2,10,0,3,2,34.19,1859,squad-fpp,29,0,0.0,0,0.0,0,0,3867.0,3,0,0.7857
536330,0,0,0.0,0,0,0,70,0,0,0,0.0,1911,solo-fpp,98,0,0.0,0,0.0,0,0,571.6,3,0,0.299
1481349,0,2,359.6,1,0,1,16,0,2,2,76.01,1362,duo-fpp,47,1,0.0,0,0.0,0,0,616.4,6,0,0.587
1934029,0,0,0.0,0,0,0,79,1047,0,0,0.0,1350,squad-fpp,30,0,0.0,0,0.0,0,0,265.8,2,1495,0.1379
2992059,0,0,222.0,0,1,1,9,0,3,1,22.95,1824,solo-fpp,94,0,0.0,0,0.0,0,0,542.4,8,0,0.4301
1438350,0,4,0.0,0,0,6,49,0,0,0,0.0,1882,solo,96,0,2826.0,0,411.8,0,0,1881.0,5,0,0.8421
3989241,1,0,425.0,2,0,1,12,1461,3,1,5.764,1361,squad,27,0,0.0,0,0.0,1,0,312.8,3,1535,0.3462
2586693,2,3,327.2,2,2,1,17,1377,2,1,83.18,1895,duo,46,0,4060.0,0,0.0,0,0,2576.0,8,1585,0.7556
632270,0,0,0.0,0,0,1,77,0,0,0,0.0,1334,squad-fpp,27,0,0.0,0,0.0,0,0,205.0,2,0,0.1538
4035948,0,5,27.4,0,0,8,45,0,0,0,0.0,1969,squad-fpp,30,1,7822.0,0,0.0,0,0,1955.0,2,0,0.8621
3013914,0,0,0.0,0,0,0,78,0,0,0,0.0,1704,duo-fpp,46,0,0.0,0,0.0,0,0,194.7,4,0,0.1778
122657,0,0,0.0,0,0,0,71,1000,0,0,0.0,1396,solo,75,0,0.0,0,0.0,0,0,7.33,1,1500,0.0135
2189015,0,2,100.0,0,0,0,29,0,1,1,26.4,1413,solo-fpp,97,0,0.0,0,0.0,0,0,1951.0,8,0,0.8021
3481711,0,1,100.0,1,0,1,52,0,0,0,0.0,1287,squad-fpp,27,0,0.0,0,0.0,0,0,2214.0,7,0,0.8077
2361606,0,0,0.0,0,0,0,66,0,0,0,0.0,1261,squad-fpp,26,0,0.0,0,0.0,0,0,55.62,2,0,0.2
3717411,0,2,161.3,1,2,7,7,0,3,2,187.9,1422,duo,50,0,0.0,0,0.0,0,0,3234.0,4,0,0.9184
68260,0,2,0.0,0,0,0,45,1034,0,0,0.0,1365,duo,47,0,0.0,0,0.0,0,0,1523.0,9,1494,0.7174
2476245,0,3,0.0,0,0,0,47,0,0,0,0.0,1472,solo,95,0,0.0,0,0.0,0,0,1234.0,5,0,0.8723
2726096,1,1,204.8,1,0,4,8,1367,3,1,63.58,1370,duo,48,1,0.0,0,0.0,0,0,1249.0,5,1579,0.6809
1145957,0,0,90.3,0,0,0,89,0,0,0,0.0,1820,squad-fpp,28,0,0.0,0,0.0,0,0,88.04,3,0,0.037
4407579,0,0,242.8,1,1,0,20,0,1,1,27.39,1372,squad,28,0,0.0,0,0.0,0,0,248.7,2,0,0.963
3686241,0,1,197.0,0,0,1,44,0,1,1,25.92,1883,solo,98,0,0.0,0,0.0,0,0,135.3,3,0,0.0928
1081383,0,0,0.0,0,0,0,89,0,0,0,0.0,1894,squad-fpp,27,0,0.0,0,0.0,0,0,572.1,4,0,0.0385
3146810,0,0,44.31,0,0,0,44,1048,0,0,0.0,1369,duo,49,0,0.0,0,154.3,0,0,1812.0,7,1512,0.8333
1384159,0,1,142.0,1,1,0,16,0,2,1,166.4,1845,duo-fpp,47,0,0.0,0,0.0,0,0,3024.0,5,0,0.6522
1238072,0,1,279.8,2,1,0,10,0,3,1,30.34,1196,squad-fpp,28,0,0.0,0,0.0,1,1,327.0,3,0,0.5185
3780814,1,7,326.8,2,0,2,6,0,4,2,28.93,1301,squad-fpp,26,1,0.0,0,0.0,0,0,3364.0,5,0,0.92
3582570,0,5,48.36,0,0,2,54,1250,0,0,0.0,1389,squad,27,0,0.0,0,0.0,0,0,2574.0,5,1414,0.6154
3856515,0,0,0.0,0,0,0,86,292,0,0,0.0,1394,duo,47,0,0.0,0,0.0,0,0,0.0,0,472,0.0
3928376,0,0,104.6,1,1,1,25,1211,1,1,4.885,1795,squad,28,1,2403.0,0,0.0,0,0,415.1,2,1488,0.1852
3424225,0,2,100.0,0,0,1,29,1127,1,1,28.66,1443,solo-fpp,98,0,0.0,0,0.0,0,0,1230.0,5,1536,0.6495
3674494,2,2,218.0,0,1,1,8,0,2,1,19.18,1395,duo,48,0,193.7,0,0.0,0,0,2235.0,10,0,1.0
2796479,0,0,0.0,0,0,0,68,0,0,0,0.0,1394,duo,48,0,0.0,0,0.0,0,0,6.229,0,0,0.3191
1131027,0,3,0.0,0,0,7,46,0,0,0,0.0,1533,solo-fpp,98,0,907.0,0,0.0,0,0,1395.0,5,0,0.7732
536139,0,0,0.0,0,0,0,92,1325,0,0,0.0,1382,duo-fpp,47,0,0.0,0,0.0,0,0,5.253,1,1487,0.0217
419707,0,0,0.0,0,0,0,81,0,0,0,0.0,1392,squad-fpp,28,0,0.0,0,0.0,0,0,72.05,1,0,0.1481
579019,0,5,145.3,1,0,3,27,1260,1,1,23.18,1860,squad,29,0,7666.0,0,0.0,0,0,1469.0,5,1512,0.7857
3367994,0,5,424.8,3,0,2,10,0,2,1,118.3,1812,squad-fpp,27,0,0.0,0,0.0,0,0,5555.0,4,0,0.9231
1651737,0,1,0.0,0,0,1,50,0,0,0,0.0,1387,duo-fpp,46,0,0.0,0,0.0,0,0,1298.0,4,0,0.6222
727941,0,7,126.4,0,0,16,11,1214,2,1,77.89,1802,duo-fpp,46,0,2128.0,0,0.0,0,0,3502.0,8,1446,0.9111
3613607,0,0,135.3,1,0,0,15,1243,2,1,8.66,1332,squad-fpp,30,1,0.0,0,0.0,0,0,559.6,5,1476,0.5172
4368811,0,0,0.0,0,0,0,73,1059,0,0,0.0,1370,duo-fpp,49,0,0.0,0,0.0,0,0,311.7,3,1463,0.3125
4363022,0,5,339.3,3,0,7,5,0,4,3,118.0,1317,squad-fpp,29,4,911.1,0,0.0,1,0,1333.0,4,0,0.6786
2836266,0,1,25.0,0,0,1,54,1046,0,0,0.0,1357,squad-fpp,27,0,565.5,0,0.0,0,0,1605.0,6,1508,0.6154
1411721,0,0,0.0,0,0,0,61,0,0,0,0.0,1846,squad,27,0,2222.0,0,0.0,0,0,2110.0,6,0,0.4231
2643550,2,2,583.0,3,1,4,9,0,3,1,42.19,1364,squad-fpp,28,0,0.0,0,0.0,0,0,2861.0,6,0,0.8519
3101924,0,0,0.0,0,0,0,80,1253,0,0,0.0,1408,duo,49,0,0.0,0,0.0,0,0,146.2,2,1593,0.25
1457363,0,0,0.0,0,0,0,71,1308,0,0,0.0,1222,squad-fpp,31,0,0.0,0,0.0,0,0,228.5,4,1498,0.3667
3795263,0,0,0.0,0,0,0,89,1000,0,0,0.0,1430,squad-fpp,26,0,0.0,0,0.0,0,0,19.06,1,1500,0.08
499619,0,1,34.48,1,0,0,41,0,0,0,0.0,1783,squad-fpp,27,0,3202.0,0,0.0,0,0,2489.0,11,0,0.8077
3198892,0,1,0.0,0,0,3,45,1332,0,0,0.0,1293,squad,26,0,0.0,0,0.0,0,0,2197.0,5,1498,0.96
1604257,0,0,0.0,0,0,0,92,1392,0,0,0.0,1346,squad-fpp,30,0,0.0,0,0.0,0,0,13.33,1,1541,0.0
3337417,0,0,100.0,1,1,0,38,0,1,1,21.26,1854,squad-fpp,28,0,0.0,0,0.0,0,0,108.2,2,0,0.1111
3465532,1,1,197.1,0,0,1,23,0,1,1,7.772,1314,duo-fpp,49,0,0.0,0,0.0,0,0,370.2,4,0,0.9583
2283144,0,4,387.4,1,1,9,6,0,4,1,373.6,1804,duo-fpp,47,0,3712.0,0,0.0,0,0,4162.0,5,0,0.913
1810741,0,1,0.0,0,0,1,42,1183,0,0,0.0,1314,squad-fpp,29,0,0.0,0,0.0,0,0,2907.0,10,1496,0.9643
210415,0,0,0.0,0,0,0,96,1328,0,0,0.0,1965,solo,97,0,0.0,0,0.0,0,0,0.0,0,1514,0.0
132486,0,0,0.0,0,0,0,67,0,0,0,0.0,1393,squad,27,0,0.0,0,45.74,0,0,408.2,2,0,0.2308
527587,1,3,138.5,1,0,3,41,0,0,0,0.0,1841,squad-fpp,28,0,9291.0,0,0.0,0,0,3160.0,5,0,0.8519
2204978,0,6,120.0,0,0,3,36,1426,0,0,0.0,1368,squad-fpp,32,0,0.0,0,0.0,0,0,2621.0,4,1622,1.0
2955650,1,3,417.5,4,2,2,4,0,3,2,77.06,1390,squad-fpp,28,0,186.8,0,0.0,0,0,2518.0,4,0,1.0
1354925,1,0,401.4,1,2,1,21,1015,2,1,18.82,1397,squad,26,0,0.0,0,0.0,0,0,508.9,3,1438,0.32
740121,1,2,150.9,1,0,3,27,1039,1,1,12.95,1369,squad-fpp,27,1,0.0,0,0.0,0,0,2744.0,4,1495,0.8846
2311317,1,2,217.6,1,0,6,23,0,1,1,21.82,1300,duo-fpp,48,0,668.5,0,0.0,0,0,1608.0,5,0,0.8511
3478189,0,5,763.0,3,3,9,2,0,7,2,167.1,1386,duo-fpp,48,1,0.0,0,0.0,0,0,2679.0,8,0,0.8936
1535605,1,4,95.82,1,0,0,25,0,1,1,70.08,1875,squad,26,0,0.0,0,0.0,0,0,2502.0,8,0,0.76
2846923,0,0,0.0,0,0,0,87,0,0,0,0.0,1900,duo-fpp,47,0,0.0,0,0.0,0,0,65.95,2,0,0.0652
1485074,0,3,281.7,1,1,1,19,0,2,1,119.7,1394,squad-fpp,27,1,972.0,0,0.0,0,0,2970.0,6,0,0.8462
949542,0,2,106.4,0,0,3,53,0,0,0,0.0,1316,squad-fpp,29,0,0.0,0,0.0,0,0,1629.0,4,0,0.7143
2614448,0,2,431.9,4,1,1,4,0,5,3,158.3,2200,squad-fpp,29,0,1312.0,0,0.0,0,0,4024.0,6,0,0.7857
791591,0,0,100.0,1,0,0,28,1112,1,1,1.473,1316,squad,27,0,0.0,0,0.0,0,0,779.7,2,1478,0.5385
3565308,0,0,38.64,0,0,0,72,1361,0,0,0.0,1344,squad-fpp,29,0,0.0,0,0.0,0,0,313.5,4,1477,0.3571
3456010,0,0,0.0,0,0,0,85,0,0,0,0.0,1369,squad-fpp,25,0,0.0,0,0.0,0,0,120.8,5,0,0.0417
2528607,0,3,129.6,0,0,10,29,0,1,1,208.9,1866,squad-fpp,31,0,4336.0,0,0.0,0,0,2345.0,5,0,0.6333
2895491,0,0,0.0,0,0,0,83,1073,0,0,0.0,1800,squad-fpp,28,0,0.0,0,0.0,0,0,96.14,0,1431,0.037
1056700,0,5,249.1,2,0,3,23,1123,1,1,4.3,1877,squad-fpp,28,0,6987.0,0,20.09,1,0,2814.0,5,1446,0.9259
3990191,0,0,123.2,1,0,2,27,0,1,1,14.69,1896,squad-fpp,29,0,0.0,0,0.0,0,0,1978.0,5,0,0.5357
2128309,1,3,584.8,4,2,14,7,0,4,1,121.2,1877,squad-fpp,30,0,0.0,0,0.0,0,0,2870.0,4,0,0.7931
3144137,0,3,0.0,0,0,5,43,0,0,0,0.0,1828,solo,94,0,373.1,0,369.6,0,0,2873.0,5,0,0.8387
4296798,0,0,100.0,1,0,0,64,0,0,0,0.0,1909,duo-fpp,49,0,0.0,0,0.0,0,0,849.9,3,0,0.3958
919160,0,0,0.0,0,0,0,63,0,0,0,0.0,1400,squad-fpp,30,0,123.2,0,0.0,0,0,628.1,3,0,0.5862
1642614,0,1,76.63,1,0,3,27,0,1,1,20.49,1352,squad,27,0,0.0,0,0.0,0,0,2300.0,4,0,0.8077
2009471,0,0,0.0,0,0,0,52,1289,0,0,0.0,1807,squad-fpp,25,0,3755.0,0,0.0,0,0,1523.0,4,1557,0.625
381927,0,0,96.22,0,0,0,79,1226,0,0,0.0,1996,squad-fpp,28,0,0.0,0,0.0,0,0,469.2,3,1478,0.1852
4135897,0,0,0.0,0,0,0,90,1144,0,0,0.0,1343,squad-fpp,25,0,0.0,0,0.0,0,0,86.34,2,1502,0.0
3482058,0,5,148.4,0,1,3,17,0,2,1,11.79,1381,squad-fpp,29,2,0.0,0,0.0,0,0,2013.0,6,0,0.9286
1438154,0,2,128.2,1,0,1,35,1169,1,1,48.36,1430,duo-fpp,49,0,596.3,0,0.0,0,0,1170.0,3,1543,0.5833
3609382,0,1,445.1,0,3,8,7,0,4,1,81.51,1894,solo,95,0,0.0,0,0.0,0,0,541.6,3,0,0.5319
770830,0,0,25.28,0,0,1,44,0,0,0,0.0,1943,squad,28,0,4875.0,0,0.0,0,0,1791.0,3,0,0.8889
233065,0,1,100.0,1,0,0,29,0,1,1,7.98,1843,duo,48,0,0.0,0,90.56,0,0,3437.0,5,0,0.6809
1453336,0,0,164.7,0,0,1,32,0,1,1,17.03,1883,solo-fpp,89,0,0.0,0,0.0,0,0,798.6,3,0,0.5341
4038521,1,2,61.37,0,0,7,54,1079,0,0,0.0,1994,duo,48,0,0.0,0,0.0,1,0,1712.0,6,1517,0.6383
1396401,0,0,0.0,0,0,0,82,1506,0,0,0.0,1396,duo-fpp,47,0,0.0,0,0.0,0,0,132.3,3,1562,0.0652
489328,0,1,102.7,0,0,2,51,1000,0,0,0.0,2176,normal-squad-fpp,16,0,148.9,0,19.8,0,0,3398.0,5,1500,0.2
164364,0,0,0.0,0,0,0,55,1148,0,0,0.0,1773,squad-fpp,28,0,628.3,0,0.0,0,0,3262.0,6,1459,0.6296
3072901,0,1,201.5,2,0,4,75,0,0,0,0.0,1881,squad-fpp,28,1,0.0,0,0.0,0,0,431.8,2,0,0.1852
1046445,0,0,0.0,0,0,0,81,1024,0,0,0.0,1841,solo,91,0,0.0,0,0.0,0,0,22.16,1,1499,0.0889
897618,1,0,87.2,1,0,0,73,0,0,0,0.0,1385,squad-fpp,27,0,0.0,0,0.0,0,0,402.1,3,0,0.2692
2516480,2,3,803.4,5,1,6,7,1419,4,2,124.3,1908,duo-fpp,48,1,32.38,0,0.0,0,0,2735.0,5,1591,0.8511
1251339,0,0,0.0,0,0,0,49,1326,0,0,0.0,1386,squad,27,0,0.0,0,0.0,0,0,0.0,1,1518,0.7692
3501866,0,0,0.0,0,0,0,82,1063,0,0,0.0,1305,squad,27,0,0.0,0,0.0,0,0,0.0,0,1509,0.0
1015507,0,0,73.66,0,0,0,65,0,0,0,0.0,1409,duo-fpp,50,0,0.0,0,0.0,0,0,506.2,4,0,0.4898
980227,0,3,348.8,0,1,1,5,1420,4,1,28.32,1391,solo-fpp,99,0,1257.0,0,0.0,0,0,2190.0,3,1632,0.9388
3767059,0,0,74.88,0,0,1,69,0,0,0,0.0,1357,squad-fpp,28,0,0.0,0,0.0,0,0,350.2,2,0,0.2222
4124072,1,1,0.0,1,0,1,50,0,0,0,0.0,1370,squad,28,1,0.0,0,0.0,0,0,2041.0,4,0,0.5926
1036182,0,3,331.8,1,1,2,31,0,1,1,3.995,1384,squad,29,0,0.0,0,0.0,0,0,2914.0,4,0,0.75
1215822,0,2,0.0,0,0,0,65,1195,0,0,0.0,1341,squad-fpp,28,0,575.0,0,0.0,0,0,776.5,5,1477,0.4815
1787201,0,0,0.0,0,0,0,58,0,0,0,0.0,1806,solo,94,0,0.0,0,0.0,0,0,1269.0,3,0,0.5806
2147087,0,0,100.0,0,0,0,43,1279,1,1,1.827,1811,solo-fpp,97,0,0.0,0,0.0,0,0,63.88,1,1548,0.2083
648931,0,0,306.7,2,1,0,13,0,3,1,70.48,1387,squad,27,0,0.0,0,0.0,0,0,1796.0,6,0,0.5385
3633394,0,1,20.0,1,0,9,47,1050,0,0,0.0,1454,squad,26,1,639.9,0,0.0,0,0,714.4,4,1506,0.72
89485,0,2,884.3,4,0,8,2,1828,5,2,107.5,1959,squad,31,1,3845.0,0,29.67,0,0,2865.0,6,1856,1.0
2712572,0,0,53.04,0,0,0,49,0,0,0,0.0,1459,solo-fpp,98,0,0.0,0,0.0,0,0,2102.0,3,0,0.8866
3840212,0,0,124.3,0,0,0,24,0,1,1,93.25,1395,solo-fpp,97,0,0.0,0,0.0,0,0,1206.0,6,0,0.8229
2148534,0,0,30.1,0,0,0,92,0,0,0,0.0,1385,duo-fpp,49,0,0.0,0,0.0,0,0,44.32,1,0,0.0417
3852350,0,0,97.05,0,0,0,40,0,1,1,1.509,1979,duo,49,0,0.0,0,0.0,0,0,278.6,1,0,0.2708
1760028,0,0,0.0,0,0,0,73,0,0,0,0.0,1440,squad-fpp,25,0,0.0,0,0.0,0,0,90.31,1,0,0.2083
801646,0,3,416.0,1,1,3,4,982,5,2,82.87,1409,duo-fpp,47,0,0.0,0,0.0,0,0,2249.0,5,1462,0.7826
4176128,0,1,334.4,0,1,0,12,0,3,1,61.68,1357,solo-fpp,94,0,0.0,0,0.0,0,0,1033.0,6,0,0.7312
968925,0,1,33.0,0,0,1,60,1428,0,0,0.0,1398,squad,30,0,0.0,0,0.0,0,0,665.5,3,1519,0.4828
225974,0,0,0.0,0,0,1,48,0,0,0,0.0,1410,solo-fpp,98,0,0.0,0,0.0,0,0,1803.0,3,0,0.7732
456899,0,1,244.5,0,0,1,20,0,2,1,33.68,1390,solo-fpp,92,0,0.0,0,0.0,0,0,127.8,3,0,0.3956
1660318,0,1,173.5,1,0,3,66,0,0,0,0.0,1884,squad,26,0,0.0,0,0.0,0,0,1118.0,3,0,0.28
1657252,0,1,228.1,1,0,1,25,0,2,1,4.923,1366,duo-fpp,50,0,0.0,0,0.0,0,0,162.1,3,0,0.2245
1004156,0,0,16.6,0,0,0,48,1274,0,0,0.0,1888,duo-fpp,48,0,4149.0,0,0.0,0,0,1238.0,4,1552,0.7021
1729486,0,0,0.0,0,0,0,50,0,0,0,0.0,1871,solo-fpp,93,0,2759.0,0,0.0,0,0,949.2,6,0,0.6413
2021152,1,4,98.04,0,0,1,44,0,0,0,0.0,1791,squad,31,0,5367.0,0,0.0,0,0,2775.0,5,0,0.8333
1834318,0,0,73.74,0,0,0,74,0,0,0,0.0,1803,squad-fpp,26,0,0.0,0,0.0,0,0,449.0,5,0,0.16
519151,1,3,40.66,1,0,1,34,0,1,1,16.82,1376,squad-fpp,27,0,0.0,0,0.0,0,0,330.9,2,0,0.3077
635105,0,3,145.1,1,0,3,45,0,0,0,0.0,1830,squad-fpp,28,0,3131.0,0,0.0,0,0,1770.0,4,0,0.8148
2500655,2,0,172.7,1,1,0,20,1521,1,1,12.3,1874,squad,27,0,2132.0,0,0.0,0,0,2716.0,6,1743,1.0
3774618,0,0,82.17,0,0,0,89,0,0,0,0.0,1854,squad,28,0,0.0,0,0.0,0,0,147.7,1,0,0.0
3927383,0,0,365.5,0,0,0,8,0,0,0,0.0,1808,solo,17,0,0.0,0,0.0,0,0,0.0,1,0,0.0
1079677,0,0,0.0,0,0,0,52,0,0,0,0.0,1942,normal-squad-fpp,16,0,0.0,0,0.0,0,0,382.8,2,0,0.2
4318897,0,5,32.03,0,0,17,50,1276,0,0,0.0,1879,squad,28,0,2161.0,0,0.0,0,0,1617.0,6,1592,0.8519
1996202,0,1,200.0,1,0,0,24,1048,2,1,19.57,1389,duo,49,0,0.0,0,0.0,0,0,174.7,2,1508,0.25
1632930,2,4,322.6,1,0,1,3,1012,4,1,111.2,1380,squad-fpp,27,1,0.0,0,0.0,0,0,2465.0,4,1507,0.7692
3694921,0,0,0.0,0,0,0,78,0,0,0,0.0,1799,duo-fpp,49,0,0.0,0,0.0,0,0,304.0,4,0,0.1875
